user_id,timestamp,mcc,cell_id,longitude,latitude,loc_error
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-10 00:00:00,154,2444,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-10 21:36:00,154,4335,,,
,,154,9355,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-12 16:48:00,154,871,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-06-13,154,4157,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-14 12:00:00,154,6522,,,
0OHD1Z_21,2022-01-15T09:36:00+012:00,TT6FZI_44,TT6FZI_44,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-16 07:12:00,154,6592,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-17 04:48:00,154,1227,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-18 02:24:00,154,4421,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-19 00:00:00,154,386,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-19 21:36:00,154,3280,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-20 19:12:00,154,8197,,,
,2022-01-21 16:48:00,,,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-22 14:24:00,154,3053,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-23 12:00:00,154,5419,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-24,154,2702,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-25 07:12:00,154,1417,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-26 04:48:00,154,9041,,,
0OHD1Z_66,2022-01-27T02:24:00+012:00,TT6FZI_44,TT6FZI_44,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",,,7639,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-28 21:36:00,154,6032,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-29 19:12:00,154,2126,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-01-30 16:48:00,154,8187,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-09-30,154,7618,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-01 12:00:00,154,241,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-02 09:36:00,154,903,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-03 07:12:00,154,3981,,,
0OHD1Z_90,2022-02-04T04:48:00+012:00,TT6FZI_49,TT6FZI_49,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-05 02:24:00,154,3787,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",,154,6620,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-06 21:36:00,154,4491,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-07 19:12:00,154,8217,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-08 16:48:00,154,5842,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-09 14:24:00,154,693,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-05-10,154,2693,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-11 09:36:00,,,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-12 07:12:00,154,1787,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-13 04:48:00,154,6986,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-14 02:24:00,154,9065,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-15 00:00:00,154,2812,,,
0OHD1Z_10,2022-02-15T21:36:00+012:00,TT6FZI_68,TT6FZI_68,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-16,154,3731,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-17 16:48:00,154,1673,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-18 14:24:00,154,994,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-19 12:00:00,154,3402,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-20 09:36:00,154,268,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-21 07:12:00,154,8487,,,
0OHD1Z_97,2022-02-22T04:48:00+012:00,TT6FZI_46,TT6FZI_46,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-23 02:24:00,154,2418,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-24 00:00:00,154,4027,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-24 21:36:00,154,7688,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-25 19:12:00,154,9674,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-26 16:48:00,154,5550,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-27 14:24:00,154,7651,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-02-28 12:00:00,154,1631,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-01 09:36:00,154,600,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-02 07:12:00,154,6714,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-03 04:48:00,154,8580,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-04 02:24:00,154,1370,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-05 00:00:00,154,6182,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-05 21:36:00,154,9312,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-06 19:12:00,154,1550,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-07 16:48:00,154,940,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-08 14:24:00,154,4554,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-09 12:00:00,154,6225,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-10 09:36:00,154,8586,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-11 07:12:00,154,5081,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-12 04:48:00,154,8081,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-13 02:24:00,154,838,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-14 00:00:00,154,7664,,,
,,,738,,,
,,154,,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-16 16:48:00,154,,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-17 14:24:00,154,1654,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-18 12:00:00,154,1742,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-19 09:36:00,154,4119,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-20 07:12:00,154,1286,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-21 04:48:00,154,1636,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-22 02:24:00,154,9213,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-07-23,154,8029,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-05-23,154,5133,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",,154,,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-06-25,154,7115,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-26 14:24:00,154,6629,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-27 12:00:00,154,2742,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-28 09:36:00,154,7413,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-29 07:12:00,154,8812,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-30 04:48:00,154,648,,,
"MDVlNjFkNmM1MGU3YjI3NTY2MWRmMWQxOTQ1ZWYxZWYwYzQ4ZTA5MTJhMDI0OGY4MWVkZWNkNzFk
MWE0MTVhOA==",2022-03-31 02:24:00,154,8229,,,
0OHD1Z_75,2022-01-01T00:00:00+012:00,TT6FZI_3,TT6FZI_3,,,
0OHD1Z_19,2022-01-01T21:36:00+012:00,TT6FZI_6,TT6FZI_6,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-04-02,154,9401,,,
0OHD1Z_12,2022-01-03T16:48:00+012:00,TT6FZI_47,TT6FZI_47,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-04 14:24:00,154,8038,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-05 12:00:00,154,7920,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",,154,,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-07 07:12:00,154,5213,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-08 04:48:00,154,1597,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-09 02:24:00,154,3081,,,
,,154,,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-10 21:36:00,154,4335,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-11 19:12:00,154,9355,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-12 16:48:00,154,871,,,
0OHD1Z_1,2022-01-13T14:24:00+012:00,TT6FZI_3,TT6FZI_3,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-14 12:00:00,154,6522,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-15 09:36:00,154,3715,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-16 07:12:00,154,6592,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-08-17,154,1227,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-18 02:24:00,154,4421,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-19 00:00:00,154,386,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-19 21:36:00,154,3280,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-20,154,8197,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-21 16:48:00,154,3415,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-22 14:24:00,154,3053,,,
,,,,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-24 09:36:00,154,2702,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-25 07:12:00,154,1417,,,
,2022-01-26 04:48:00,,9041,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-27 02:24:00,154,9752,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-28 00:00:00,154,7639,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-28 21:36:00,154,6032,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",,,2126,,,
0OHD1Z_74,2022-01-30T16:48:00+012:00,TT6FZI_63,TT6FZI_63,,,
"MDc2NGM3MjZhNzJmOGUxZDI0NWYzMzJhMWQwMjJmZmZkYWRhMGM0Y2IyYTAxNjg4NmU0YjMzYjY2
Y2I5YTUzZg==",2022-01-31 14:24:00,154,7618,,,
